Date,Serial number,Sequence code,Name,Order,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Species,Subspecies,Sex,Adult/Larvae,Latitude,Longitude,Elevation,Locality,Environment,Collector
2021/4/2,21040208-2(0),To08-2,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-3(0),To08-3,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-4(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-5(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-6(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-7(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-8(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-9(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-10(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-11(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-12(0),Ra08-1,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-13(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-14(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-15(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-16(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-17(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-18(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-19(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-20(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-21(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-22(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-23(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-24(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-25(0),Tsp08-3,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-26(0),,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-27(0),,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-28(0),Tsp08-4,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-29(0),,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-30(0),,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040208-33(0),Ha08-1,Hornerotylus abdominalis,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Hornerotylus,,abdominalis,,,Adult,24.235,120.963,1825,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/4/2,21040206-36,Ec06-2,Encaustes cruenta formosana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Encaustes,,cruenta,formosana,_,Adult,24.673044,121.284264,1549,"Jianshi Township, Hsinchu County",Dead wood,___(Kar-Hung Tai)
2021/4/3,21040308-1(0),Ts08-1,Tritoma (Tritoma) shirakii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,shirakii,,,Adult,24.236,120.948,1835,"Heping District, Taichung City",Neofavolus alveolaris,___(Guan Jie Phang)
2021/4/3,21040308-2(0),Ts08-2,Tritoma (Tritoma) shirakii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,shirakii,,,Adult,24.236,120.948,1835,"Heping District, Taichung City",Neofavolus alveolaris,___(Guan Jie Phang)
2021/4/3,21040308-3(0),Ts08-3,Tritoma (Tritoma) shirakii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,shirakii,,_,Adult,24.236,120.948,1835,"Heping District, Taichung City",Neofavolus alveolaris,___(Guan Jie Phang)
2021/4/3,21040308-4(0),Ts08-4,Tritoma (Tritoma) shirakii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,shirakii,,,Adult,24.236,120.948,1835,"Heping District, Taichung City",Neofavolus alveolaris,___(Guan Jie Phang)
2021/4/3,21040308-5(0),Ts08-5,Tritoma (Tritoma) shirakii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,shirakii,,,Adult,24.236,120.948,1835,"Heping District, Taichung City",Neofavolus alveolaris,___(Guan Jie Phang)
2021/4/3,21040315-6(1),Ef15-9,Episcapha (Episcapha) flavofasciata cheni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Episcapha,flavofasciata,cheni,_,Adult,22.412837,120.751079,1349,"Chunri Township, Pingtung County",light trap (24.5~25k),___(Yuan-Teng Wang)
2021/4/3,21040315-7(1),Em15-6,Episcapha (Psiloscapha) morawitzi magna Y,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi ,magna,_,Adult,22.412837,120.751079,1349,"Chunri Township, Pingtung County",light trap (24.5~25k),___(Yuan-Teng Wang)
2021/4/5,21040502-4,Efc02-1,Episcapha (Episcapha) fortunii consanguinea,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Episcapha,fortunii,consanguinea,_,Adult,25.01984,121.539706,12,"Da'an District, Taipei City",phototaxis,___(Guan Jie Phang)
2021/4/10,21041008-1(0),Ne08-5,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041008-2(0),Ne08-6,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041008-3(0),Ne08-7,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041008-4(0),Ne08-8,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041008-5(0),Ne08-9,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041008-6(0),Ety4,Neotriplax sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,,Larvae(7),24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041008-7(0),,Aulacocheilus (Aulacocheilus) sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,,,,Larva,24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041008-8(0),,Neotriplax sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,,Larva,24.238209,120.955093,1926,"Heping District, Taichung City",Trametes versicolor,___(Ming-Hsun Wu)
2021/4/10,21041012-17(4),Eaa12-1,Episcapha (Ephicaspa) asahinai asahinai,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Ephicaspa,asahinai,asahinai,_,Adult,23.497255,120.718041,1881,"Alishan Township, Chiayi County",,___(Lanwei Yeh)
2021/4/10,21041012-18(4),Eaa12-2,Episcapha (Ephicaspa) asahinai asahinai,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Ephicaspa,asahinai,asahinai,_,Adult,23.497255,120.718041,1881,"Alishan Township, Chiayi County",,___(Lanwei Yeh)
2021/4/10,21041012-19(4),Eaa12-3,Episcapha (Ephicaspa) asahinai asahinai,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Ephicaspa,asahinai,asahinai,_,Adult,23.497255,120.718041,1881,"Alishan Township, Chiayi County",,___(Lanwei Yeh)
2021/4/10,21041012-20,Ec12-1,Encaustes cruenta formosana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Encaustes,,cruenta,formosana,_,Adult,23.497255,120.718041,1881,"Alishan Township, Chiayi County",,___(Lanwei Yeh)
2021/4/10,21041012-21,Ef12-1,Episcapha (Episcapha) flavofasciata cheni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Episcapha,flavofasciata,cheni,_,Adult,23.497255,120.718041,1881,"Alishan Township, Chiayi County",,___(Lanwei Yeh)
2021/4/11,21041106-2(1),,Tritoma (Tritoma) yamazii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,yamazii,,,Adult,24.690272,121.306351,1743,"Jianshi Township, Hsinchu County",Phellinus s. l.,___(Yueh-Yun Tang)
2021/4/11,21041106-3(1),,Tritoma (Tritoma) yamazii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,yamazii,,,Adult,24.690272,121.306351,1743,"Jianshi Township, Hsinchu County",Phellinus s. l.,___(Yueh-Yun Tang)
2021/4/11,21041106-4(1),,Tritoma (Tritoma) yamazii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,yamazii,,,Adult,24.690272,121.306351,1743,"Jianshi Township, Hsinchu County",Phellinus s. l.,___(Yueh-Yun Tang)
2021/4/11,21041106-8,Ec06-1,Encaustes cruenta formosana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Encaustes,,cruenta,formosana,_,Adult,24.667806,121.282258,1457,"Jianshi Township, Hsinchu County",Light (fly through),___(Guan Jie Phang)
2021/4/11,21041102-12(2),Asb5,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,25.224549,121.574086,696,"Shimen District, New Taipei City",Trametes sp.,___(Yao-Jin Tsai)
2021/4/11,21041102-13(2),Th02-3,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,25.225375,121.583171,532,"Jinshan District, New Taipei City",Favolus tenuiculus,___(Yao-Jin Tsai)
2021/4/12,21041206-1(0),Tn06-1,Tritoma (Tritoma) nanshanshica,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,,,,,Adult,24.691,121.308,1669,"Jianshi Township, Hsinchu County",Fuscoporia gilva,___(Guan Jie Phang)
2021/4/12,21041206-2(0),Tg06-1,Tritoma (Tritoma) gressitti,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,gressitti,,,Adult,24.691,121.308,1669,"Jianshi Township, Hsinchu County",Phellinus sp. s. l.,___(Guan Jie Phang)
2021/4/14,21041404-1(0),Pm04-1,Pseudotritoma maedai,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,maedai,,,Adult,24.644311,121.434881,1108,"Fuxing District, Taoyuan City",Oligoporus s. l.,___(Guan Jie Phang)
2021/4/30,21043007-1(0),,Triplax bicolorata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,bicolorata,,,Larva,24.365,120.98,1352,"Tai'an Township, Miaoli County",Favolus tenuiculus,___(Guan Jie Phang)
2021/4/30,21043007-2(0),Tb07-1(Th07-1),Triplax bicolorata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,bicolorata,,,Adult,24.365,120.98,1352,"Tai'an Township, Miaoli County",Favolus tenuiculus,___(Guan Jie Phang)
2021/4/30,21043007-3(0),Tb07-2[Th07-2(ERO-0031)],Triplax bicolorata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,bicolorata,,_,Adult,24.365,120.98,1352,"Tai'an Township, Miaoli County",Favolus tenuiculus,___(Guan Jie Phang)
2021/4/30,21043007-4(0),Tb07-3(Th07-3),Triplax bicolorata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,bicolorata,,_,Adult,24.365,120.98,1352,"Tai'an Township, Miaoli County",Favolus tenuiculus,___(Guan Jie Phang)
2021/4/30,21043007-5(0),Tb07-4(Th07-4),Triplax bicolorata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,bicolorata,,_,Adult,24.365,120.98,1352,"Tai'an Township, Miaoli County",Favolus tenuiculus,___(Guan Jie Phang)
2021/4/30,21043007-6,Ne07-1(ERO-0032),Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.365,120.986,1485,"Tai'an Township, Miaoli County",,___(Guan Jie Phang)
2021/4/30,21043007-8(1),Dj07-1,Dacne japonica,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Dacnini,,Dacne,,japonica,,,Adult,24.365831,120.988981,1606,"Tai'an Township, Miaoli County",Laetiporus sp.,___(Guan Jie Phang)
2021/4/30,21043007-15,Em07-1,Episcapha (Psiloscapha) morawitzi magna R,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi ,magna,_,Adult,24.411,121.004,1763,"Tai'an Township, Miaoli County",,___(Guan Jie Phang)
2021/5/2,21050207-1(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-2(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-3(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-4(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-5(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-6(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-7(0),Ra07-1,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,_,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-8(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-9(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-10(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-11(0),,Rhodotritoma albofasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,albofasciata,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-12(0),To07-1,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-13(0),To07-2,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-14(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-15(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-16(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-17(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-18(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-19(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-20(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-21(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-22(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-23(0),,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.443247,121.028911,2008,"Heping District, Taichung City",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-24(0),,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-25(0),Tsp07-2,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050207-26(0),Tsp07-3,Triplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,, ,,,Adult,24.443247,121.028911,2008,"Tai'an Township, Miaoli County",Pleurotus sp.,___(Guan Jie Phang)
2021/5/2,21050203-27,,Episcapha (Episcapha) fortunii consanguinea,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Episcapha,fortunii,consanguinea,,Adult,25.172465,121.46381,145,"Tamsui District, New Taipei City",,___(Shu-Ping Wu)
2021/5/5,21050520-1,Tsp20-1,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,taiwana,,,Adult,22.059808,121.509897,16,"Orchid Island Township, Taitung County",,___
2021/5/12,21051216-1(0),Asb6,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,24.830753,121.745692,94,"Jiaoxi Township, Yilan County",Trametes sp.,___(Guan Jie Phang)
2021/5/12,21051216-2(0),Asb7,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,24.830753,121.745692,94,"Jiaoxi Township, Yilan County",Trametes sp.,___(Guan Jie Phang)
2021/5/12,21051216-3(0),Asb8,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,24.830753,121.745692,94,"Jiaoxi Township, Yilan County",Trametes sp.,___(Guan Jie Phang)
2021/5/14,21051403-1(0),Asb15,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,25.251858,121.47581,35,"Sanzhi District, New Taipei City",Trametes sp.,___(Chih-Shuo Hsu)
