Date,Serial number,Sequence code,Name,Order,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Species,Subspecies,Sex,Adult/Larvae,Latitude,Longitude,Elevation,Locality,Environment,Collector
2020/11/18,20111812-12(0),Ne12-6,Neotriplax sp. 2,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,23.515231,120.810106,2218,"Alishan Township, Chiayi County",Trametes versicolor,___(Guan Jie Phang)
2020/11/29,20112918-1,,Hornerotylus abdominalis,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Hornerotylus,,abdominalis,,,Adult,22.894913,121.187816,1170,"Yanping Township, Taitung County",,___(Shu-Ping Wu)
2020/11/29,20112918-2,,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,22.894913,121.187816,1170,"Yanping Township, Taitung County",,___(Shu-Ping Wu)
2020/11/29,20112902-10(2),,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,25.154064,121.492583,231,"Beitou District, Taipei City",Pleurotus sp.,___(Guan Jie Phang)
2020/11/29,20112902-11(2),,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,25.154064,121.492583,231,"Beitou District, Taipei City",Pleurotus sp.,___(Guan Jie Phang)
2020/11/29,20112902-12(2),,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,25.154064,121.492583,231,"Beitou District, Taipei City",Pleurotus sp.,___(Guan Jie Phang)
2020/11/29,20112902-13(2),,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,25.154064,121.492583,231,"Beitou District, Taipei City",Pleurotus sp.,___(Guan Jie Phang)
2020/11/29,20112902-14(2),,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,25.154064,121.492583,231,"Beitou District, Taipei City",Pleurotus sp.,___(Guan Jie Phang)
2020/11/29,20112902-25(2),,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,25.154064,121.492583,231,"Beitou District, Taipei City",Pleurotus sp.,___(Guan Jie Phang)
2020/12/12,20121206-1(4),Ne06-1,Tritomini sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.733617,121.296794,1679,"Jianshi Township, Hsinchu County",Polyporales,___(Guan Jie Phang)
2020/12/12,20121206-2(0),Ne06-2,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.734,121.298,1686,"Jianshi Township, Hsinchu County",Trametes versicolor,___(Guan Jie Phang)
2020/12/12,20121206-3(0),Ne06-3,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.734,121.298,1686,"Jianshi Township, Hsinchu County",Trametes versicolor,___(Guan Jie Phang)
2020/12/12,20121206-4(0),Ne06-4,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.734,121.298,1686,"Jianshi Township, Hsinchu County",Trametes versicolor,___(Guan Jie Phang)
2020/12/12,20121206-5(0),Ne06-5,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.734,121.298,1686,"Jianshi Township, Hsinchu County",Trametes versicolor,___(Guan Jie Phang)
2020/12/12,20121206-6(0),Ne06-6,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.734,121.298,1686,"Jianshi Township, Hsinchu County",Trametes versicolor,___(Guan Jie Phang)
2020/12/12,20121206-7(0),Ne06-7,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.734,121.298,1686,"Jianshi Township, Hsinchu County",Trametes versicolor,___(Guan Jie Phang)
2020/12/12,20121206-20(4),Ety1,Neotriplax sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,,,Neotriplax,,,,,Larva,24.733312,121.297375,1694,"Jianshi Township, Hsinchu County",Trametes versicolor,___(Guan Jie Phang)
2020/12/26,20122603-1(0),,Tritoma (Tritoma) nanshanshica,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,,,,,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",,___(Guan Jie Phang)
2020/12/26,20122603-3(0),Em03-1,Episcapha (Psiloscapha) morawitzi magna R,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi,magna,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2020/12/26,20122603-4(0),Em03-2,Episcapha (Psiloscapha) morawitzi magna R,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi,magna,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2020/12/26,20122603-5(0),Em03-3,Episcapha (Psiloscapha) morawitzi magna R,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi,magna,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2020/12/26,20122603-6(0),Ne03-1,Neotriplax sp. 3,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2020/12/26,20122603-7(0),Ne03-2,Neotriplax sp. 3,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2020/12/26,20122603-8(0),Ne03-3,Neotriplax sp. 3,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2020/12/26,20122603-9(0),Ne03-4,Neotriplax sp. 3,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2020/12/26,20122603-10(0),Ne03-5,Neotriplax sp. 3,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.829264,121.410655,944,"Fuxing District, Taoyuan City",Irpex lacteus,___(Guan Jie Phang)
2021/1/3,21010303-1,,Tritoma (Tritoma) taiwana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,taiwana,,,Adult,24.895842,121.673511,308,"Pinglin District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/1/23,21012306-1(0),,Pseudotritoma sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,,,,Larva,24.695337,121.183142,415,"Jianshi Township, Hsinchu County",Oligoporus s. l.,___(Li-Hung Chen)
2021/1/23,21012306-2(0),,Pseudotritoma sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,,,,Larva,24.695337,121.183142,415,"Jianshi Township, Hsinchu County",Oligoporus s. l.,___(Li-Hung Chen)
2021/1/23,21012306-3(0),,Pseudotritoma sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,,,,Larva,24.695337,121.183142,415,"Jianshi Township, Hsinchu County",Oligoporus s. l.,___(Li-Hung Chen)
2021/1/23,21012306-4(0),Tsp06-1,Pseudotritoma sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,,,,Adult,24.695337,121.183142,415,"Jianshi Township, Hsinchu County",Oligoporus s. l.,___(Li-Hung Chen)
2021/1/23,21012306-5(0),,Pseudotritoma sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,,,,Adult,24.695337,121.183142,415,"Jianshi Township, Hsinchu County",Oligoporus s. l.,___(Li-Hung Chen)
2021/1/23,21012306-6(0),,Pseudotritoma sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,,,,Adult,24.695337,121.183142,415,"Jianshi Township, Hsinchu County",Oligoporus s. l.,___(Li-Hung Chen)
2021/1/23,21012306-7(0),,Pseudotritoma sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Pseudotritoma,,,,,Pupa,24.695337,121.183142,415,"Jianshi Township, Hsinchu County",Oligoporus s. l.,___(Li-Hung Chen)
2021/1/24,21012406-2(0),Ety2,Neotriplax sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,,Larva,24.684107,121.288679,1444,"Jianshi Township, Hsinchu County",Daedaleopsis sp.,___(Yueh-Yun Tang)
2021/1/24,21012406-3(0),,Neotriplax sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,,Pupa,24.684107,121.288679,1444,"Jianshi Township, Hsinchu County",Daedaleopsis sp.,___(Yueh-Yun Tang)
2021/1/24,21012406-4(0),Ne06-8(ERO-0027),Neotriplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.684107,121.288679,1444,"Jianshi Township, Hsinchu County",Daedaleopsis sp.,___(Yueh-Yun Tang)
2021/2/10,21021011-1(0),,Rhodotritoma rubicunda,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,rubicunda,,,Larva,24.053611,120.846195,374,"Guoxing Township, Nantou County",Agaricales,___(Pei-Yuan Liang)
2021/2/10,21021011-2(0),,Rhodotritoma rubicunda,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,rubicunda,,,Larva,24.053611,120.846195,374,"Guoxing Township, Nantou County",Agaricales,___(Pei-Yuan Liang)
2021/2/10,21021011-6(0),,Rhodotritoma rubicunda,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,rubicunda,,,Adults(32),24.053611,120.846195,374,"Guoxing Township, Nantou County",Agaricales,___(Pei-Yuan Liang)
2021/2/10,21021011-7(0),,Rhodotritoma rubicunda,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,rubicunda,,,Pupa,24.053611,120.846195,374,"Guoxing Township, Nantou County",Agaricales,___(Pei-Yuan Liang)
2021/2/10,21021011-11(0),Rr11-1,Rhodotritoma rubicunda,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Rhodotritoma,,rubicunda,,_,Adult,24.053611,120.846195,374,"Guoxing Township, Nantou County",Agaricales,___(Pei-Yuan Liang)
2021/2/14,21021403-1(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Larva,24.969,121.492,177,"Zhonghe District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/14,21021403-2(0),Th03-1,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.969,121.492,177,"Zhonghe District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/14,21021403-3(0),Th03-2,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.969,121.492,177,"Zhonghe District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-3(1),Th03-3,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.966,121.606,413,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-6(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Larva,24.963,121.608,522,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-7(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Pupa,24.963,121.608,522,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-8(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.963,121.608,522,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-9(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.963,121.608,522,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-10(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.963,121.608,522,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-11(1),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.966,121.606,413,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-12(1),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.966,121.606,413,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/20,21022003-13(1),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.966,121.606,413,"Xindian District, New Taipei City",Favolus tenuiculus,___(Guan Jie Phang)
2021/2/26,21022615-1(0),Ne15-1(ERO-0028),Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,22.408846,120.741153,1217,"Chunri Township, Pingtung County",,___(Yi-Ting Chung)
2021/2/26,21022615-2(0),Ne15-2,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,,Adult,22.408846,120.741153,1217,"Chunri Township, Pingtung County",,___(Yi-Ting Chung)
2021/2/26,21022615-3(0),Ne15-3,Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,22.408846,120.741153,1217,"Chunri Township, Pingtung County",,___(Yi-Ting Chung)
2021/2/28,21022811-9,Ne11-1(ERO-0029),Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.087915,121.033266,766,"Guoxing Township, Nantou County",Trametes versicolor,___(Guan Jie Phang)
2021/2/28,21022811-10(2),,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,,Adult,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-11(2),Asb1,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-13(2),,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,,Larva,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-14(2),,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,,Pupa,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-15(2),Asb2,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-16(2),Asb3,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-17(2),,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,,Adults(79),24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-95(2),,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,,Adult,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/2/28,21022811-96(2),,Tritoma (Tritoma) fasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,24.065669,120.938981,400,"Guoxing Township, Nantou County",Trametes orientalis,___(Guan Jie Phang)
2021/3/1,21030111-2,Cl11-1,Cyrtomorphus duodecimmaculatus,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Cyrtomorphus,,duodecimmaculatus,,,Adult,24.086,121.034,840,"Guoxing Township, Nantou County",Microporus affinis,___(Guan Jie Phang)
2021/3/6,21030607-1,Asb4,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,_,Adult,24.633133,121.004691,176,"Nanzhuang Township, Miaoli County",Light Trap,___(Yi-Ting Chung)
2021/3/10,21031016-1,Tf16-4,Tritoma (Tritoma) fasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,24.638803,121.736017,198,"Dongshan Township, Yilan County",Favolus tenuiculus,___(Hui-Juan Zhang)
2021/3/10,21031016-2(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-3(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-4(0),Th16-3,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-5(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-6(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-7(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-8(0),Th16-1,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-9(0),Th16-2,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adult,24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/10,21031016-10(0),,Triplax hurusyoi,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,hurusyoi,,,Adults(32),24.830827,121.745845,87,"Jiaoxi Township, Yilan County",Favolus tenuiculus,___(Jing Fu Chen)
2021/3/12,21031218-1(0),Tf18-1,Tritoma (Tritoma) fasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,22.243459,120.815868,347,"Shizi Township, Pingtung County",Favolus tenuiculus,___(Zheng-Lun Wu)
2021/3/12,21031218-2(0),Tf18-2,Tritoma (Tritoma) fasciata,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,fasciata,,,Adult,22.243459,120.815868,347,"Shizi Township, Pingtung County",Favolus tenuiculus,___(Zheng-Lun Wu)
2021/3/16,21031616-1(0),,Aulacocheilus (Aulacocheilus) sibiricus bedeli,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Aulacocheilus,Aulacocheilus,sibiricus,bedeli,,Adult,24.605874,121.746862,110,"Nan'ao Township, Yilan County",,___
2021/3/20,21032015-1(0),Em15-1,Episcapha (Psiloscapha) morawitzi magna Y,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi ,magna,_,Adult,22.408846,120.741153,1217,"Chunri Township, Pingtung County",,___(Yi-Ting Chung)
2021/3/20,21032015-2(0),Em15-2,Episcapha (Psiloscapha) morawitzi magna Y,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi ,magna,_,Adult,22.408846,120.741153,1217,"Chunri Township, Pingtung County",,___(Yi-Ting Chung)
2021/3/20,21032015-3(0),Em15-3,Episcapha (Psiloscapha) morawitzi magna Y,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi ,magna,_,Adult,22.408846,120.741153,1217,"Chunri Township, Pingtung County",,___(Yi-Ting Chung)
2021/3/20,21032015-4(0),Em15-4,Episcapha (Psiloscapha) morawitzi magna Y,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,morawitzi ,magna,_,Adult,22.408846,120.741153,1217,"Chunri Township, Pingtung County",,___(Yi-Ting Chung)
2021/4/1,21040102-1,Ec02-3,Encaustes cruenta formosana,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Encaustini,,Encaustes,,cruenta,formosana,_,Adult,25.103888,121.530898,28,"Shilin District, Taipei City",,___(Su-Fang Yu)
2021/4/1,21040108-2(0),Ne08-3,Neotriplax sp. 1,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.256,121.008,2270,"Heping District, Taichung City",Daedaleopsis sp.,___(Guan Jie Phang)
2021/4/1,21040108-3(0),,Neotriplax sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,,Pupa,24.256,121.008,2270,"Heping District, Taichung City",Deadwood,___(Guan Jie Phang)
2021/4/1,21040108-5(1),To08-1,Triplax horni,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Triplax,,horni,,,Adult,24.248,120.933,1580,"Heping District, Taichung City",,___(Guan Jie Phang)
2021/4/1,21040108-6(1),,Tritoma (Tritoma) yamazii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,yamazii,,,Adult,24.248,120.933,1580,"Heping District, Taichung City",Phellinus s. l.,___(Guan Jie Phang)
2021/4/1,21040108-7(1),,Tritoma (Tritoma) yamazii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,yamazii,,,Adult,24.248,120.933,1580,"Heping District, Taichung City",Phellinus s. l.,___(Guan Jie Phang)
2021/4/1,21040108-8(1),Ty08-3,Tritoma (Tritoma) yamazii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,yamazii,,,Adult,24.248,120.933,1580,"Heping District, Taichung City",Phellinus s. l.,___(Guan Jie Phang)
2021/4/1,21040108-9(1),,Tritoma sp.,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,,,,,Larva,24.248,120.933,1580,"Heping District, Taichung City",Phellinus s. l.,___(Guan Jie Phang)
2021/4/1,21040108-10,Et08-1,Episcapha (Psiloscapha) takasagona,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Megalodacnini,,Episcapha,Psiloscapha,takasagona,,_,Adult,24.247836,120.933706,1558,"Heping District, Taichung City",Hymenochaetaceae,___(Guan Jie Phang)
2021/4/1,21040108-11,Mp08-1,Microsternus perforatus,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Dacnini,,Microsternus,,perforatus,,,Adult,24.257153,121.009186,2307,"Heping District, Taichung City",Hymenochaetaceae (Phellinus s. l.),___(Guan Jie Phang)
2021/4/1,21040108-12,Mp08-2,Microsternus perforatus,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Dacnini,,Microsternus,,perforatus,,,Adult,24.255489,121.007958,2264,"Heping District, Taichung City",,___(Guan Jie Phang)
2021/4/1,21040108-16(1),,Tritoma (Tritoma) yamazii,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Tritoma,Tritoma,yamazii,,,Adult,24.248,120.933,1580,"Heping District, Taichung City",Phellinus s. l.,___(Guan Jie Phang)
2021/4/2,21040208-1,Ne08-4(ERO-0030),Neotriplax sp. 4,Coleoptera,Erotyloidea,Erotylidae,Erotylinae,Tritomini,,Neotriplax,,,,_,Adult,24.276,121.022,2581,"Heping District, Taichung City",Trametes versicolor,___(Guan Jie Phang)
